Transaction_ID,Timestamp,User_ID,UPI_ID,Bank_Name,UPI_App,Amount,Status,Decline_Type,Failure_Reason
TXN111113,04/06/26 15:06,USR_1929,usr_1929@okaxis,AXIS,PhonePe,514,Success,NULL,None
TXN112471,04/06/26 15:06,USR_3362,usr_3362@okhdfc,HDFC,Paytm,561.61,Success,NULL,None
TXN111205,04/06/26 15:08,USR_1464,usr_1464@oksbi,SBI,Paytm,4732.64,Success,NULL,None
TXN110087,04/06/26 15:08,USR_2314,usr_2314@okaxis,AXIS,GPay,119.68,Failure,TD,Bank Server Timeout
TXN105335,04/06/26 15:10,USR_4889,usr_4889@oksbi,SBI,Paytm,318.02,Success,NULL,None
TXN104076,04/06/26 15:11,USR_1171,usr_1171@oksbi,SBI,GPay,266.54,Success,NULL,None
TXN114320,04/06/26 15:11,USR_3196,usr_3196@oksbi,SBI,Paytm,487.89,Success,NULL,None
TXN102981,04/06/26 15:11,USR_1648,usr_1648@okhdfc,HDFC,Paytm,216.69,Success,NULL,None
TXN101587,04/06/26 15:11,USR_1214,usr_1214@okaxis,AXIS,PhonePe,25.34,Success,NULL,None
TXN100288,04/06/26 15:11,USR_4572,usr_4572@okhdfc,HDFC,PhonePe,4630.35,Failure,TD,Bank Server Timeout
TXN106609,04/06/26 15:13,USR_1330,usr_1330@okhdfc,HDFC,GPay,428.35,Success,NULL,None
TXN114903,04/06/26 15:14,USR_1127,usr_1127@oksbi,SBI,PhonePe,1038.06,Success,NULL,None
TXN103151,04/06/26 15:15,USR_3211,usr_3211@okhdfc,HDFC,GPay,285.78,Success,NULL,None
TXN111025,04/06/26 15:16,USR_2423,usr_2423@okhdfc,HDFC,GPay,395.09,Success,NULL,None
TXN106553,04/06/26 15:16,USR_1311,usr_1311@okaxis,AXIS,Paytm,1915.23,Success,NULL,None
TXN107740,04/06/26 15:16,USR_2166,usr_2166@oksbi,SBI,PhonePe,248.36,Success,NULL,None
TXN105952,04/06/26 15:17,USR_3333,usr_3333@oksbi,SBI,Paytm,286.68,Failure,BD,Insufficient Balance
TXN101224,04/06/26 15:19,USR_1417,usr_1417@oksbi,SBI,GPay,1687.1,Success,NULL,None
TXN107237,04/06/26 15:20,USR_4412,usr_4412@okaxis,AXIS,PhonePe,227.04,Success,NULL,None
TXN101279,04/06/26 15:20,USR_3782,usr_3782@oksbi,SBI,Paytm,2379.8,Success,NULL,None
TXN106147,04/06/26 15:21,USR_4698,usr_4698@okicici,ICICI,PhonePe,389.65,Success,NULL,None
TXN107834,04/06/26 15:21,USR_2319,usr_2319@okicici,ICICI,Paytm,140.1,Success,NULL,None
TXN100234,04/06/26 15:22,USR_4563,usr_4563@okhdfc,HDFC,GPay,3844.94,Success,NULL,None
TXN104394,04/06/26 15:23,USR_2640,usr_2640@oksbi,SBI,GPay,388.9,Failure,TD,Bank Server Timeout
TXN107945,04/06/26 15:23,USR_2726,usr_2726@oksbi,SBI,GPay,3311.83,Failure,TD,Bank Server Timeout
TXN112684,04/06/26 15:24,USR_3537,usr_3537@okhdfc,HDFC,PhonePe,231.78,Success,NULL,None
TXN100509,04/06/26 15:25,USR_3388,usr_3388@oksbi,SBI,GPay,1358.49,Success,NULL,None
TXN111005,04/06/26 15:26,USR_3944,usr_3944@okhdfc,HDFC,PhonePe,1902.54,Success,NULL,None
TXN100572,04/06/26 15:26,USR_2280,usr_2280@oksbi,SBI,Paytm,2162.35,Success,NULL,None
TXN108679,04/06/26 15:27,USR_2692,usr_2692@okicici,ICICI,GPay,241.76,Success,NULL,None
TXN113623,04/06/26 15:27,USR_2864,usr_2864@okicici,ICICI,GPay,1816.35,Failure,TD,Bank Server Timeout
TXN103514,04/06/26 15:27,USR_2222,usr_2222@oksbi,SBI,PhonePe,220.72,Failure,BD,Insufficient Balance
TXN101800,04/06/26 15:31,USR_4114,usr_4114@okhdfc,HDFC,Paytm,159.27,Success,NULL,None
TXN114913,04/06/26 15:31,USR_3539,usr_3539@oksbi,SBI,GPay,224.32,Success,NULL,None
TXN103896,04/06/26 15:31,USR_3305,usr_3305@oksbi,SBI,PhonePe,1524.95,Success,NULL,None
TXN113474,04/06/26 15:32,USR_2191,usr_2191@okicici,ICICI,GPay,21.14,Success,NULL,None
TXN109271,04/06/26 15:32,USR_3921,usr_3921@okicici,ICICI,Paytm,1212.38,Success,NULL,None
TXN114730,04/06/26 15:33,USR_1038,usr_1038@oksbi,SBI,Paytm,1446.37,Success,NULL,None
TXN113750,04/06/26 15:34,USR_3028,usr_3028@okaxis,AXIS,PhonePe,3763.13,Success,NULL,None
TXN108759,04/06/26 15:34,USR_2872,usr_2872@okhdfc,HDFC,PhonePe,197.87,Success,NULL,None
TXN103028,04/06/26 15:34,USR_4102,usr_4102@oksbi,SBI,PhonePe,1599.03,Success,NULL,None
TXN100937,04/06/26 15:35,USR_1109,usr_1109@okicici,ICICI,GPay,731.88,Success,NULL,None
TXN101964,04/06/26 15:35,USR_2672,usr_2672@okicici,ICICI,PhonePe,160.38,Success,NULL,None
TXN106476,04/06/26 15:37,USR_1898,usr_1898@oksbi,SBI,PhonePe,3246.21,Success,NULL,None
TXN108100,04/06/26 15:37,USR_1167,usr_1167@okhdfc,HDFC,PhonePe,1847.44,Success,NULL,None
TXN106999,04/06/26 15:37,USR_2510,usr_2510@oksbi,SBI,PhonePe,201.2,Success,NULL,None
TXN102628,04/06/26 15:38,USR_1395,usr_1395@okhdfc,HDFC,Paytm,400.64,Success,NULL,None
TXN103412,04/06/26 15:38,USR_4765,usr_4765@okicici,ICICI,PhonePe,1364.21,Success,NULL,None
TXN103563,04/06/26 15:38,USR_3711,usr_3711@oksbi,SBI,PhonePe,42.55,Success,NULL,None
TXN103580,04/06/26 15:38,USR_2527,usr_2527@oksbi,SBI,GPay,653.57,Success,NULL,None
TXN100590,04/06/26 15:40,USR_1069,usr_1069@okhdfc,HDFC,GPay,67.97,Failure,TD,Bank Server Timeout
TXN114726,04/06/26 15:40,USR_1668,usr_1668@okaxis,AXIS,PhonePe,414.78,Success,NULL,None
TXN105870,04/06/26 15:41,USR_3646,usr_3646@okhdfc,HDFC,PhonePe,384,Failure,BD,Incorrect PIN
TXN108611,04/06/26 15:41,USR_2986,usr_2986@okhdfc,HDFC,Paytm,213.88,Success,NULL,None
TXN103747,04/06/26 15:41,USR_2063,usr_2063@oksbi,SBI,GPay,1361.75,Success,NULL,None
TXN113250,04/06/26 15:42,USR_3956,usr_3956@okhdfc,HDFC,GPay,109.12,Success,NULL,None
TXN112694,04/06/26 15:43,USR_3765,usr_3765@okicici,ICICI,PhonePe,4698.84,Success,NULL,None
TXN110927,04/06/26 15:44,USR_2795,usr_2795@okaxis,AXIS,PhonePe,244.99,Failure,TD,Bank Server Timeout
TXN108951,04/06/26 15:45,USR_1966,usr_1966@oksbi,SBI,PhonePe,127.3,Success,NULL,None
TXN105149,04/06/26 15:49,USR_1858,usr_1858@oksbi,SBI,PhonePe,170.65,Success,NULL,None
TXN109587,04/06/26 15:52,USR_3314,usr_3314@okhdfc,HDFC,PhonePe,377.92,Success,NULL,None
TXN112480,04/06/26 15:53,USR_3826,usr_3826@okhdfc,HDFC,PhonePe,169.07,Success,NULL,None
TXN101866,04/06/26 15:54,USR_4928,usr_4928@okhdfc,HDFC,PhonePe,3203.22,Success,NULL,None
TXN103176,04/06/26 15:54,USR_1619,usr_1619@okaxis,AXIS,GPay,259.26,Success,NULL,None
TXN112901,04/06/26 15:55,USR_3656,usr_3656@okaxis,AXIS,GPay,95.81,Success,NULL,None
TXN112874,04/06/26 15:55,USR_4044,usr_4044@okicici,ICICI,GPay,2935.85,Success,NULL,None
TXN109236,04/06/26 15:55,USR_4486,usr_4486@oksbi,SBI,PhonePe,340.88,Success,NULL,None
TXN101018,04/06/26 15:56,USR_4622,usr_4622@oksbi,SBI,GPay,20.16,Failure,TD,Bank Server Timeout
TXN102150,04/06/26 15:56,USR_3651,usr_3651@oksbi,SBI,PhonePe,3062.45,Success,NULL,None
TXN104962,04/06/26 15:57,USR_3367,usr_3367@okhdfc,HDFC,Paytm,196.95,Success,NULL,None
TXN100541,04/06/26 15:58,USR_3330,usr_3330@oksbi,SBI,PhonePe,98.82,Success,NULL,None
TXN104130,04/06/26 15:59,USR_4177,usr_4177@okaxis,AXIS,GPay,74.54,Success,NULL,None
TXN108868,04/06/26 15:59,USR_3865,usr_3865@okaxis,AXIS,PhonePe,424.67,Success,NULL,None
TXN104931,04/06/26 15:59,USR_3649,usr_3649@okhdfc,HDFC,PhonePe,395.28,Failure,TD,Bank Server Timeout
TXN111573,04/06/26 15:59,USR_3470,usr_3470@okhdfc,HDFC,GPay,342,Success,NULL,None
TXN102118,04/06/26 16:00,USR_4826,usr_4826@oksbi,SBI,PhonePe,252.58,Success,NULL,None
TXN101807,04/06/26 16:00,USR_1226,usr_1226@oksbi,SBI,GPay,3061.48,Success,NULL,None
TXN114740,04/06/26 16:00,USR_4613,usr_4613@okhdfc,HDFC,GPay,470.44,Success,NULL,None
TXN100078,04/06/26 16:01,USR_3781,usr_3781@okhdfc,HDFC,PhonePe,1586.55,Success,NULL,None
TXN112843,04/06/26 16:02,USR_3333,usr_3333@okaxis,AXIS,GPay,449.89,Failure,BD,Insufficient Balance
TXN114593,04/06/26 16:02,USR_3136,usr_3136@oksbi,SBI,PhonePe,450.97,Success,NULL,None
TXN108831,04/06/26 16:03,USR_3409,usr_3409@okhdfc,HDFC,GPay,197.6,Success,NULL,None
TXN109318,04/06/26 16:03,USR_1293,usr_1293@okhdfc,HDFC,GPay,3078.73,Success,NULL,None
TXN108849,04/06/26 16:06,USR_2086,usr_2086@okhdfc,HDFC,Paytm,178.05,Success,NULL,None
TXN114564,04/06/26 16:06,USR_2872,usr_2872@okaxis,AXIS,Paytm,78,Success,NULL,None
TXN112424,04/06/26 16:06,USR_2640,usr_2640@oksbi,SBI,GPay,403.62,Success,NULL,None
TXN101965,04/06/26 16:06,USR_2230,usr_2230@oksbi,SBI,PhonePe,4867.24,Success,NULL,None
TXN107381,04/06/26 16:07,USR_3438,usr_3438@oksbi,SBI,GPay,135.95,Success,NULL,None
TXN110628,04/06/26 16:07,USR_4336,usr_4336@oksbi,SBI,Paytm,99.7,Success,NULL,None
TXN102988,04/06/26 16:07,USR_1941,usr_1941@okhdfc,HDFC,GPay,399.18,Success,NULL,None
TXN110239,04/06/26 16:07,USR_4948,usr_4948@okicici,ICICI,GPay,1834.85,Success,NULL,None
TXN111329,04/06/26 16:08,USR_2222,usr_2222@okhdfc,HDFC,PhonePe,215.69,Failure,BD,Insufficient Balance
TXN104943,04/06/26 16:09,USR_1746,usr_1746@okhdfc,HDFC,PhonePe,294.67,Success,NULL,None
TXN100894,04/06/26 16:10,USR_4630,usr_4630@oksbi,SBI,PhonePe,86.83,Success,NULL,None
TXN110607,04/06/26 16:12,USR_3200,usr_3200@oksbi,SBI,GPay,893.31,Success,NULL,None
TXN106410,04/06/26 16:12,USR_4093,usr_4093@oksbi,SBI,PhonePe,1614.6,Success,NULL,None
TXN104767,04/06/26 16:12,USR_2378,usr_2378@okicici,ICICI,GPay,96.86,Success,NULL,None
TXN109501,04/06/26 16:14,USR_4044,usr_4044@okhdfc,HDFC,GPay,139.55,Success,NULL,None
TXN112057,04/06/26 16:14,USR_3438,usr_3438@okhdfc,HDFC,GPay,396.61,Success,NULL,None
TXN112531,04/06/26 16:15,USR_1258,usr_1258@okhdfc,HDFC,GPay,98.68,Success,NULL,None
TXN106865,04/06/26 16:16,USR_3454,usr_3454@okhdfc,HDFC,GPay,119.46,Success,NULL,None
TXN112894,04/06/26 16:16,USR_1767,usr_1767@okaxis,AXIS,Paytm,194.06,Success,NULL,None
TXN105517,04/06/26 16:16,USR_3844,usr_3844@oksbi,SBI,GPay,975.22,Success,NULL,None
TXN103083,04/06/26 16:16,USR_2422,usr_2422@okhdfc,HDFC,GPay,1725.02,Success,NULL,None
TXN111867,04/06/26 16:17,USR_3440,usr_3440@okaxis,AXIS,GPay,461.39,Success,NULL,None
TXN114752,04/06/26 16:18,USR_1694,usr_1694@okaxis,AXIS,PhonePe,36.18,Success,NULL,None
TXN103391,04/06/26 16:19,USR_4805,usr_4805@oksbi,SBI,PhonePe,177.09,Success,NULL,None
TXN114227,04/06/26 16:20,USR_4505,usr_4505@okhdfc,HDFC,GPay,1978.67,Success,NULL,None
TXN112927,04/06/26 16:20,USR_4658,usr_4658@okhdfc,HDFC,GPay,241.94,Success,NULL,None
TXN112217,04/06/26 16:21,USR_2531,usr_2531@oksbi,SBI,PhonePe,197.67,Success,NULL,None
TXN106361,04/06/26 16:21,USR_3932,usr_3932@okicici,ICICI,GPay,765.69,Success,NULL,None
TXN105234,04/06/26 16:22,USR_2382,usr_2382@oksbi,SBI,GPay,283.13,Success,NULL,None
TXN100478,04/06/26 16:23,USR_2078,usr_2078@okhdfc,HDFC,PhonePe,139.07,Success,NULL,None
TXN108673,04/06/26 16:23,USR_1111,usr_1111@okaxis,AXIS,PhonePe,145.09,Failure,BD,Insufficient Balance
TXN105543,04/06/26 16:23,USR_4392,usr_4392@okicici,ICICI,PhonePe,1376.74,Success,NULL,None
TXN105546,04/06/26 16:24,USR_3145,usr_3145@okicici,ICICI,GPay,1914.79,Success,NULL,None
TXN106705,04/06/26 16:24,USR_2474,usr_2474@okicici,ICICI,PhonePe,1021.22,Success,NULL,None
TXN113178,04/06/26 16:24,USR_3509,usr_3509@okaxis,AXIS,GPay,296.48,Success,NULL,None
TXN102438,04/06/26 16:24,USR_3935,usr_3935@oksbi,SBI,GPay,254.8,Success,NULL,None
TXN106215,04/06/26 16:25,USR_4690,usr_4690@okhdfc,HDFC,PhonePe,444.45,Failure,BD,Insufficient Balance
TXN109717,04/06/26 16:25,USR_2310,usr_2310@okhdfc,HDFC,Paytm,470.72,Success,NULL,None
TXN111258,04/06/26 16:25,USR_1212,usr_1212@oksbi,SBI,GPay,303.57,Success,NULL,None
TXN113172,04/06/26 16:26,USR_4113,usr_4113@okicici,ICICI,GPay,1632.65,Success,NULL,None
TXN111633,04/06/26 16:26,USR_1602,usr_1602@okhdfc,HDFC,PhonePe,151.75,Success,NULL,None
TXN113811,04/06/26 16:27,USR_3824,usr_3824@okhdfc,HDFC,PhonePe,997.72,Success,NULL,None
TXN103052,04/06/26 16:28,USR_1391,usr_1391@oksbi,SBI,GPay,77.59,Success,NULL,None
TXN106896,04/06/26 16:28,USR_1002,usr_1002@okhdfc,HDFC,GPay,167.22,Success,NULL,None
TXN106528,04/06/26 16:29,USR_2923,usr_2923@okicici,ICICI,PhonePe,62.09,Success,NULL,None
TXN110015,04/06/26 16:29,USR_2831,usr_2831@oksbi,SBI,GPay,3086.09,Success,NULL,None
TXN109700,04/06/26 16:31,USR_1322,usr_1322@oksbi,SBI,PhonePe,949.8,Success,NULL,None
TXN109943,04/06/26 16:31,USR_1262,usr_1262@oksbi,SBI,PhonePe,277.38,Success,NULL,None
TXN100647,04/06/26 16:32,USR_3060,usr_3060@oksbi,SBI,GPay,474.04,Success,NULL,None
TXN100969,04/06/26 16:32,USR_2862,usr_2862@oksbi,SBI,Paytm,132.84,Success,NULL,None
TXN102108,04/06/26 16:32,USR_4568,usr_4568@okhdfc,HDFC,GPay,1384.75,Success,NULL,None
TXN107938,04/06/26 16:34,USR_2624,usr_2624@okhdfc,HDFC,PhonePe,1898.62,Success,NULL,None
TXN104127,04/06/26 16:35,USR_2829,usr_2829@okaxis,AXIS,GPay,23.43,Success,NULL,None
TXN103088,04/06/26 16:35,USR_3475,usr_3475@okhdfc,HDFC,PhonePe,2149.45,Success,NULL,None
TXN108083,04/06/26 16:40,USR_2278,usr_2278@okicici,ICICI,GPay,4984.29,Success,NULL,None
TXN101459,04/06/26 16:40,USR_1764,usr_1764@okhdfc,HDFC,GPay,449.98,Success,NULL,None
TXN113878,04/06/26 16:42,USR_4723,usr_4723@oksbi,SBI,PhonePe,131.52,Success,NULL,None
TXN107240,04/06/26 16:42,USR_4512,usr_4512@okhdfc,HDFC,PhonePe,55.41,Success,NULL,None
TXN103401,04/06/26 16:42,USR_2632,usr_2632@oksbi,SBI,GPay,378.29,Success,NULL,None
TXN114441,04/06/26 16:43,USR_1576,usr_1576@oksbi,SBI,PhonePe,585.51,Success,NULL,None
TXN102559,04/06/26 16:43,USR_4410,usr_4410@okhdfc,HDFC,PhonePe,378.83,Success,NULL,None
TXN111931,04/06/26 16:44,USR_1098,usr_1098@okhdfc,HDFC,GPay,16.21,Success,NULL,None
TXN104953,04/06/26 16:44,USR_1459,usr_1459@okhdfc,HDFC,PhonePe,4452.49,Success,NULL,None
TXN110945,04/06/26 16:44,USR_1154,usr_1154@okicici,ICICI,GPay,1085.91,Success,NULL,None
TXN113549,04/06/26 16:45,USR_1500,usr_1500@okhdfc,HDFC,GPay,498.09,Success,NULL,None
TXN100771,04/06/26 16:46,USR_3507,usr_3507@okaxis,AXIS,PhonePe,3136.66,Success,NULL,None
TXN104910,04/06/26 16:46,USR_2500,usr_2500@okaxis,AXIS,Paytm,29.67,Failure,TD,Bank Server Timeout
TXN104792,04/06/26 16:47,USR_4448,usr_4448@okaxis,AXIS,PhonePe,371.76,Success,NULL,None
TXN104011,04/06/26 16:47,USR_4609,usr_4609@oksbi,SBI,PhonePe,206.12,Success,NULL,None
TXN110743,04/06/26 16:47,USR_1467,usr_1467@oksbi,SBI,PhonePe,392.69,Success,NULL,None
TXN110994,04/06/26 16:47,USR_2294,usr_2294@okhdfc,HDFC,GPay,245.32,Success,NULL,None
TXN110277,04/06/26 16:48,USR_2990,usr_2990@okhdfc,HDFC,Paytm,1821.32,Success,NULL,None
TXN106433,04/06/26 16:48,USR_4996,usr_4996@okhdfc,HDFC,GPay,468.84,Failure,BD,Incorrect PIN
TXN101056,04/06/26 16:48,USR_4308,usr_4308@okaxis,AXIS,GPay,483.69,Success,NULL,None
TXN103121,04/06/26 16:48,USR_2514,usr_2514@okicici,ICICI,PhonePe,1134.85,Success,NULL,None
TXN109399,04/06/26 16:49,USR_3824,usr_3824@oksbi,SBI,PhonePe,486.89,Success,NULL,None
TXN101796,04/06/26 16:49,USR_4300,usr_4300@okhdfc,HDFC,Paytm,380.22,Success,NULL,None
TXN101014,04/06/26 16:50,USR_2641,usr_2641@oksbi,SBI,Paytm,159.72,Success,NULL,None
TXN108788,04/06/26 16:53,USR_4240,usr_4240@okicici,ICICI,GPay,202.45,Success,NULL,None
TXN104743,04/06/26 16:53,USR_1377,usr_1377@oksbi,SBI,GPay,32.4,Success,NULL,None
TXN106103,04/06/26 16:55,USR_2584,usr_2584@okicici,ICICI,PhonePe,139.09,Success,NULL,None
TXN106754,04/06/26 16:55,USR_4232,usr_4232@okicici,ICICI,Paytm,1569.15,Success,NULL,None
TXN109241,04/06/26 16:55,USR_1931,usr_1931@okhdfc,HDFC,PhonePe,388.57,Success,NULL,None
TXN114078,04/06/26 16:56,USR_4899,usr_4899@oksbi,SBI,PhonePe,1086,Success,NULL,None
TXN108684,04/06/26 16:56,USR_1858,usr_1858@oksbi,SBI,PhonePe,1352.25,Success,NULL,None
TXN114388,04/06/26 16:56,USR_1478,usr_1478@oksbi,SBI,GPay,60.37,Success,NULL,None
TXN112757,04/06/26 16:56,USR_1255,usr_1255@okhdfc,HDFC,Paytm,4140.26,Success,NULL,None
TXN106697,04/06/26 16:57,USR_2103,usr_2103@okhdfc,HDFC,PhonePe,576.88,Success,NULL,None
TXN107693,04/06/26 16:57,USR_4773,usr_4773@okhdfc,HDFC,PhonePe,173.29,Success,NULL,None
TXN104443,04/06/26 16:57,USR_3737,usr_3737@oksbi,SBI,GPay,2965.2,Success,NULL,None
TXN103671,04/06/26 16:57,USR_3288,usr_3288@okhdfc,HDFC,Paytm,110.06,Success,NULL,None
TXN111311,04/06/26 16:58,USR_2546,usr_2546@oksbi,SBI,Paytm,713.92,Success,NULL,None
TXN107377,04/06/26 16:58,USR_1179,usr_1179@okhdfc,HDFC,PhonePe,4695.56,Success,NULL,None
TXN103467,04/06/26 16:58,USR_4255,usr_4255@okhdfc,HDFC,GPay,240.76,Success,NULL,None
TXN104073,04/06/26 16:58,USR_2977,usr_2977@okhdfc,HDFC,GPay,290.77,Success,NULL,None
TXN104891,04/06/26 16:58,USR_3133,usr_3133@okaxis,AXIS,GPay,3487.82,Success,NULL,None
TXN106120,04/06/26 16:58,USR_1187,usr_1187@oksbi,SBI,GPay,249.17,Success,NULL,None
TXN112947,04/06/26 16:59,USR_3195,usr_3195@okhdfc,HDFC,GPay,207.16,Success,NULL,None
TXN109258,04/06/26 16:59,USR_3968,usr_3968@okhdfc,HDFC,PhonePe,362.89,Success,NULL,None
TXN107739,04/06/26 16:59,USR_4819,usr_4819@okhdfc,HDFC,PhonePe,46.33,Success,NULL,None
TXN105736,04/06/26 16:59,USR_2522,usr_2522@okhdfc,HDFC,PhonePe,1825.48,Success,NULL,None
TXN114916,04/06/26 17:00,USR_1111,usr_1111@oksbi,SBI,GPay,324.69,Failure,BD,Insufficient Balance
TXN107880,04/06/26 17:02,USR_4337,usr_4337@oksbi,SBI,GPay,191.1,Success,NULL,None
TXN103229,04/06/26 17:02,USR_1933,usr_1933@okhdfc,HDFC,GPay,1166.87,Success,NULL,None
TXN106436,04/06/26 17:02,USR_3953,usr_3953@oksbi,SBI,GPay,295.68,Success,NULL,None
TXN103554,04/06/26 17:03,USR_2968,usr_2968@okhdfc,HDFC,GPay,353.93,Success,NULL,None
TXN113299,04/06/26 17:03,USR_4572,usr_4572@okicici,ICICI,PhonePe,3884.49,Success,NULL,None
TXN109874,04/06/26 17:03,USR_3609,usr_3609@okhdfc,HDFC,PhonePe,1618.89,Success,NULL,None
TXN103909,04/06/26 17:03,USR_2341,usr_2341@okhdfc,HDFC,GPay,35.29,Success,NULL,None
TXN107816,04/06/26 17:05,USR_3917,usr_3917@okhdfc,HDFC,PhonePe,4963.16,Success,NULL,None
TXN112917,04/06/26 17:07,USR_3610,usr_3610@okhdfc,HDFC,PhonePe,1435.82,Success,NULL,None
TXN103123,04/06/26 17:07,USR_2079,usr_2079@okicici,ICICI,PhonePe,1221.55,Success,NULL,None
TXN112738,04/06/26 17:09,USR_4284,usr_4284@okhdfc,HDFC,PhonePe,1360.56,Success,NULL,None
TXN105160,04/06/26 17:09,USR_2581,usr_2581@okaxis,AXIS,GPay,104.76,Success,NULL,None
TXN113825,04/06/26 17:09,USR_3160,usr_3160@okhdfc,HDFC,PhonePe,754.88,Success,NULL,None
TXN109736,04/06/26 17:09,USR_3628,usr_3628@oksbi,SBI,PhonePe,159.3,Success,NULL,None
TXN101255,04/06/26 17:10,USR_3883,usr_3883@oksbi,SBI,PhonePe,248.37,Success,NULL,None
TXN108205,04/06/26 17:11,USR_2421,usr_2421@okhdfc,HDFC,PhonePe,490.54,Success,NULL,None
TXN102194,04/06/26 17:12,USR_1128,usr_1128@okaxis,AXIS,Paytm,1705.64,Success,NULL,None
TXN106820,04/06/26 17:12,USR_1765,usr_1765@okhdfc,HDFC,PhonePe,224.97,Success,NULL,None
TXN105204,04/06/26 17:12,USR_1664,usr_1664@okhdfc,HDFC,PhonePe,632.49,Success,NULL,None
TXN108647,04/06/26 17:13,USR_1203,usr_1203@oksbi,SBI,PhonePe,185.9,Success,NULL,None
TXN108672,04/06/26 17:14,USR_2946,usr_2946@okhdfc,HDFC,GPay,15.62,Success,NULL,None
TXN105361,04/06/26 17:15,USR_2267,usr_2267@oksbi,SBI,GPay,441.67,Success,NULL,None
TXN114978,04/06/26 17:15,USR_2170,usr_2170@okhdfc,HDFC,Paytm,323.13,Success,NULL,None
TXN104140,04/06/26 17:16,USR_1208,usr_1208@okicici,ICICI,GPay,363.44,Failure,TD,Bank Server Timeout
TXN103019,04/06/26 17:16,USR_1220,usr_1220@okaxis,AXIS,Paytm,2434.95,Success,NULL,None
TXN109417,04/06/26 17:16,USR_1039,usr_1039@oksbi,SBI,GPay,2775.4,Failure,TD,Bank Server Timeout
TXN104212,04/06/26 17:16,USR_2780,usr_2780@okicici,ICICI,GPay,262.4,Success,NULL,None
TXN107058,04/06/26 17:16,USR_1295,usr_1295@oksbi,SBI,GPay,373.92,Success,NULL,None
TXN112378,04/06/26 17:17,USR_3541,usr_3541@okhdfc,HDFC,GPay,394.4,Success,NULL,None
TXN101638,04/06/26 17:18,USR_4587,usr_4587@okhdfc,HDFC,GPay,262.99,Success,NULL,None
TXN112065,04/06/26 17:18,USR_4067,usr_4067@okhdfc,HDFC,PhonePe,194.8,Success,NULL,None
TXN111021,04/06/26 17:19,USR_2517,usr_2517@okhdfc,HDFC,PhonePe,836.31,Success,NULL,None
TXN107470,04/06/26 17:19,USR_2752,usr_2752@oksbi,SBI,PhonePe,159.24,Success,NULL,None
TXN106171,04/06/26 17:20,USR_3482,usr_3482@okhdfc,HDFC,Paytm,219.04,Success,NULL,None
TXN102984,04/06/26 17:20,USR_2371,usr_2371@oksbi,SBI,PhonePe,410.89,Success,NULL,None
TXN110115,04/06/26 17:20,USR_4910,usr_4910@okaxis,AXIS,PhonePe,309.18,Success,NULL,None
TXN100553,04/06/26 17:21,USR_3457,usr_3457@oksbi,SBI,GPay,332.01,Success,NULL,None
TXN108490,04/06/26 17:22,USR_4802,usr_4802@okicici,ICICI,PhonePe,3447.95,Success,NULL,None
TXN102802,04/06/26 17:22,USR_3692,usr_3692@okhdfc,HDFC,GPay,156.28,Success,NULL,None
TXN103571,04/06/26 17:23,USR_4579,usr_4579@oksbi,SBI,Paytm,21.05,Failure,BD,Insufficient Balance
TXN108640,04/06/26 17:23,USR_2497,usr_2497@okaxis,AXIS,PhonePe,1458.64,Success,NULL,None
TXN109743,04/06/26 17:23,USR_3850,usr_3850@okicici,ICICI,GPay,82.99,Success,NULL,None
TXN101352,04/06/26 17:23,USR_1396,usr_1396@okicici,ICICI,GPay,344.65,Success,NULL,None
TXN112082,04/06/26 17:23,USR_2007,usr_2007@okhdfc,HDFC,PhonePe,109.66,Success,NULL,None
TXN104503,04/06/26 17:23,USR_3543,usr_3543@okicici,ICICI,GPay,351.45,Success,NULL,None
TXN113070,04/06/26 17:23,USR_3721,usr_3721@oksbi,SBI,PhonePe,260.07,Success,NULL,None
TXN106447,04/06/26 17:23,USR_3126,usr_3126@okhdfc,HDFC,PhonePe,33.15,Success,NULL,None
TXN104008,04/06/26 17:24,USR_3325,usr_3325@okaxis,AXIS,Paytm,385.48,Success,NULL,None
TXN101200,04/06/26 17:25,USR_1528,usr_1528@okhdfc,HDFC,PhonePe,244.34,Failure,BD,Incorrect PIN
TXN106535,04/06/26 17:25,USR_2133,usr_2133@okicici,ICICI,Paytm,231.73,Success,NULL,None
TXN110072,04/06/26 17:26,USR_1374,usr_1374@okhdfc,HDFC,GPay,1362.41,Success,NULL,None
TXN104552,04/06/26 17:26,USR_3118,usr_3118@okhdfc,HDFC,Paytm,245.01,Success,NULL,None
TXN114170,04/06/26 17:27,USR_1111,usr_1111@okhdfc,HDFC,GPay,37.91,Failure,BD,Insufficient Balance
TXN109959,04/06/26 17:27,USR_2913,usr_2913@okaxis,AXIS,PhonePe,402.67,Success,NULL,None
TXN113572,04/06/26 17:28,USR_1990,usr_1990@oksbi,SBI,GPay,337.63,Success,NULL,None
TXN113091,04/06/26 17:29,USR_3126,usr_3126@oksbi,SBI,PhonePe,3941.65,Success,NULL,None
TXN113444,04/06/26 17:30,USR_2270,usr_2270@oksbi,SBI,Paytm,213.95,Success,NULL,None
TXN106170,04/06/26 17:32,USR_4325,usr_4325@oksbi,SBI,PhonePe,84.89,Failure,BD,Incorrect PIN
TXN108346,04/06/26 17:33,USR_4931,usr_4931@oksbi,SBI,PhonePe,448.03,Success,NULL,None
